"Spieltag","Spiel","Paarung","Heim","Ausw","Erg","Tipp","Tipper","Pkt","Pkt_","HeimTore","AuswTore","TorDiff","TorDiff_abs","HeimTipp","AuswTipp","TippDiff","TippDiff_abs"
"9","9","VfB Stuttgart - FC Ingolstadt","VfB Stuttgart","FC Ingolstadt","1:0","3:1","phil4delphia",2,2,1,0,1,1,3,1,2,2
"9","9","VfB Stuttgart - FC Ingolstadt","VfB Stuttgart","FC Ingolstadt","1:0","1:1","BastiS.",0,0,1,0,1,1,1,1,0,0
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","0:1","GesuSan",0,0,3,1,2,2,0,1,-1,1
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","1:0","Chris",2,2,3,1,2,2,1,0,1,1
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","1:0","Marc",2,2,3,1,2,2,1,0,1,1
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","2:0","Schmonkey",3,3,3,1,2,2,2,0,2,2
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","2:0","Kryztianov",3,3,3,1,2,2,2,0,2,2
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","1:0","AJ",2,2,3,1,2,2,1,0,1,1
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","2:0","BastiS.",3,3,3,1,2,2,2,0,2,2
"10","9","Bor. Mönchengladbach - FC Schalke 04","Bor. Mönchengladbach","FC Schalke 04","3:1","2:1","phil4delphia",2,2,3,1,2,2,2,1,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:0","GesuSan",0,0,1,2,-1,1,1,0,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:0","Marc",0,0,1,2,-1,1,1,0,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:0","Schmonkey",0,0,1,2,-1,1,1,0,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:0","Chris",0,0,1,2,-1,1,1,0,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","2:1","Kryztianov",0,0,1,2,-1,1,2,1,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:0","AJ",0,0,1,2,-1,1,1,0,1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:2","phil4delphia",4,4,1,2,-1,1,1,2,-1,1
"11","9","Hamburger SV - Hannover 96","Hamburger SV","Hannover 96","1:2","1:0","BastiS.",0,0,1,2,-1,1,1,0,1,1
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","0:1","GesuSan",3,3,1,2,-1,1,0,1,-1,1
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","1:1","Marc",0,0,1,2,-1,1,1,1,0,0
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","2:0","Schmonkey",0,0,1,2,-1,1,2,0,2,2
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","0:0","Chris",0,0,1,2,-1,1,0,0,0,0
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","1:1","Kryztianov",0,0,1,2,-1,1,1,1,0,0
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","1:0","AJ",0,0,1,2,-1,1,1,0,1,1
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","2:1","phil4delphia",0,0,1,2,-1,1,2,1,1,1
"12","9","FC Augsburg - Werder Bremen","FC Augsburg","Werder Bremen","1:2","2:0","BastiS.",0,0,1,2,-1,1,2,0,2,2
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","2:2","GesuSan",0,0,3,1,2,2,2,2,0,0
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","1:2","Schmonkey",0,0,3,1,2,2,1,2,-1,1
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","0:1","Marc",0,0,3,1,2,2,0,1,-1,1
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","2:2","Chris",0,0,3,1,2,2,2,2,0,0
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","1:1","Kryztianov",0,0,3,1,2,2,1,1,0,0
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","0:0","AJ",0,0,3,1,2,2,0,0,0,0
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","1:1","phil4delphia",0,0,3,1,2,2,1,1,0,0
"13","9","FC Ingolstadt - SV Darmstadt 98","FC Ingolstadt","SV Darmstadt 98","3:1","2:2","BastiS.",0,0,3,1,2,2,2,2,0,0
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","0:2","GesuSan",0,0,0,0,0,0,0,2,-2,2
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","1:2","Schmonkey",0,0,0,0,0,0,1,2,-1,1
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","0:2","Marc",0,0,0,0,0,0,0,2,-2,2
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","1:2","Chris",0,0,0,0,0,0,1,2,-1,1
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","1:0","phil4delphia",0,0,0,0,0,0,1,0,1,1
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","1:3","Kryztianov",0,0,0,0,0,0,1,3,-2,2
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","0:2","AJ",0,0,0,0,0,0,0,2,-2,2
"14","9","FC Augsburg - VfL Wolfsburg","FC Augsburg","VfL Wolfsburg","0:0","0:3","BastiS.",0,0,0,0,0,0,0,3,-3,3
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","0:1","GesuSan",4,4,0,1,-1,1,0,1,-1,1
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","2:0","Schmonkey",0,0,0,1,-1,1,2,0,2,2
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","2:0","Marc",0,0,0,1,-1,1,2,0,2,2
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","2:0","Chris",0,0,0,1,-1,1,2,0,2,2
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","2:2","Kryztianov",0,0,0,1,-1,1,2,2,0,0
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","1:1","phil4delphia",0,0,0,1,-1,1,1,1,0,0
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","1:0","AJ",0,0,0,1,-1,1,1,0,1,1
"15","9","Eintracht Frankfurt - SV Darmstadt 98","Eintracht Frankfurt","SV Darmstadt 98","0:1","2:0","BastiS.",0,0,0,1,-1,1,2,0,2,2
