"Spieltag","Spiel","Paarung","Heim","Ausw","Erg","Tipp","Tipper","Pkt","Pkt_","HeimTore","AuswTore","TorDiff","TorDiff_abs","HeimTipp","AuswTipp","TippDiff","TippDiff_abs"
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","0:1","GesuSan",2,2,1,3,-2,2,0,1,-1,1
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","1:2","Schmonkey",2,2,1,3,-2,2,1,2,-1,1
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","2:1","Marc",0,0,1,3,-2,2,2,1,1,1
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","1:0","Chris",0,0,1,3,-2,2,1,0,1,1
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","1:1","Kryztianov",0,0,1,3,-2,2,1,1,0,0
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","3:2","phil4delphia",0,0,1,3,-2,2,3,2,1,1
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","1:0","AJ",0,0,1,3,-2,2,1,0,1,1
"15","3","Hamburger SV - FSV Mainz 05","Hamburger SV","FSV Mainz 05","1:3","1:0","BastiS.",0,0,1,3,-2,2,1,0,1,1
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","2:1","GesuSan",0,0,2,2,0,0,2,1,1,1
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","1:1","Marc",2,2,2,2,0,0,1,1,0,0
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","1:2","AJ",0,0,2,2,0,0,1,2,-1,1
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","1:1","BastiS.",2,2,2,2,0,0,1,1,0,0
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","1:1","Kryztianov",2,2,2,2,0,0,1,1,0,0
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","1:0","phil4delphia",0,0,2,2,0,0,1,0,1,1
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","1:0","Chris",0,0,2,2,0,0,1,0,1,1
"1","4","SV Darmstadt 98 - Hannover 96","SV Darmstadt 98","Hannover 96","2:2","2:0","Schmonkey",0,0,2,2,0,0,2,0,2,2
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","2:0","Marc",0,0,1,1,0,0,2,0,2,2
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","2:0","GesuSan",0,0,1,1,0,0,2,0,2,2
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","2:0","Kryztianov",0,0,1,1,0,0,2,0,2,2
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","3:0","AJ",0,0,1,1,0,0,3,0,3,3
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","2:2","BastiS.",2,2,1,1,0,0,2,2,0,0
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","1:0","Chris",0,0,1,1,0,0,1,0,1,1
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","3:1","phil4delphia",0,0,1,1,0,0,3,1,2,2
"2","4","FC Schalke 04 - SV Darmstadt 98","FC Schalke 04","SV Darmstadt 98","1:1","2:1","Schmonkey",0,0,1,1,0,0,2,1,1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","0:1","Marc",0,0,0,0,0,0,0,1,-1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","1:2","Kryztianov",0,0,0,0,0,0,1,2,-1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","1:2","GesuSan",0,0,0,0,0,0,1,2,-1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","1:1","AJ",2,2,0,0,0,0,1,1,0,0
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","0:1","Chris",0,0,0,0,0,0,0,1,-1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","2:1","phil4delphia",0,0,0,0,0,0,2,1,1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","1:0","BastiS.",0,0,0,0,0,0,1,0,1,1
"3","4","SV Darmstadt 98 - 1899 Hoffenheim","SV Darmstadt 98","1899 Hoffenheim","0:0","2:2","Schmonkey",2,2,0,0,0,0,2,2,0,0
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","3:0","Marc",2,2,2,1,1,1,3,0,3,3
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","2:0","GesuSan",2,2,2,1,1,1,2,0,2,2
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","3:0","AJ",2,2,2,1,1,1,3,0,3,3
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","3:0","Kryztianov",2,2,2,1,1,1,3,0,3,3
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","3:1","Chris",2,2,2,1,1,1,3,1,2,2
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","4:0","BastiS.",2,2,2,1,1,1,4,0,4,4
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","4:0","phil4delphia",2,2,2,1,1,1,4,0,4,4
"4","4","FC Bayern München - FC Augsburg","FC Bayern München","FC Augsburg","2:1","3:0","Schmonkey",2,2,2,1,1,1,3,0,3,3
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","0:1","GesuSan",2,2,0,3,-3,3,0,1,-1,1
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","0:3","Kryztianov",4,4,0,3,-3,3,0,3,-3,3
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","0:3","Marc",4,4,0,3,-3,3,0,3,-3,3
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","0:4","Chris",2,2,0,3,-3,3,0,4,-4,4
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","0:5","AJ",2,2,0,3,-3,3,0,5,-5,5
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","0:2","phil4delphia",2,2,0,3,-3,3,0,2,-2,2
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","1:4","BastiS.",3,3,0,3,-3,3,1,4,-3,3
"5","4","SV Darmstadt 98 - FC Bayern München","SV Darmstadt 98","FC Bayern München","0:3","1:1","Schmonkey",0,0,0,3,-3,3,1,1,0,0
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","0:2","GesuSan",0,0,2,0,2,2,0,2,-2,2
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","1:0","Chris",2,2,2,0,2,2,1,0,1,1
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","1:1","Kryztianov",0,0,2,0,2,2,1,1,0,0
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","1:1","Marc",0,0,2,0,2,2,1,1,0,0
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","0:1","AJ",0,0,2,0,2,2,0,1,-1,1
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","2:0","Schmonkey",4,4,2,0,2,2,2,0,2,2
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","1:1","phil4delphia",0,0,2,0,2,2,1,1,0,0
"6","4","Hertha BSC - 1. FC Köln","Hertha BSC","1. FC Köln","2:0","0:2","BastiS.",0,0,2,0,2,2,0,2,-2,2
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","0:1","GesuSan",2,2,0,3,-3,3,0,1,-1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","0:1","Chris",2,2,0,3,-3,3,0,1,-1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","1:2","Marc",2,2,0,3,-3,3,1,2,-1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","1:2","Kryztianov",2,2,0,3,-3,3,1,2,-1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","0:1","AJ",2,2,0,3,-3,3,0,1,-1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","1:2","BastiS.",2,2,0,3,-3,3,1,2,-1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","1:0","Schmonkey",0,0,0,3,-3,3,1,0,1,1
"7","4","Werder Bremen - Bayer 04 Leverkusen","Werder Bremen","Bayer 04 Leverkusen","0:3","1:1","phil4delphia",0,0,0,3,-3,3,1,1,0,0
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","1:1","GesuSan",0,0,1,0,1,1,1,1,0,0
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","1:0","Marc",4,4,1,0,1,1,1,0,1,1
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","0:0","Chris",0,0,1,0,1,1,0,0,0,0
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","1:2","Kryztianov",0,0,1,0,1,1,1,2,-1,1
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","1:0","Schmonkey",4,4,1,0,1,1,1,0,1,1
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","0:2","AJ",0,0,1,0,1,1,0,2,-2,2
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","2:1","phil4delphia",3,3,1,0,1,1,2,1,1,1
"8","4","Hannover 96 - Werder Bremen","Hannover 96","Werder Bremen","1:0","2:2","BastiS.",0,0,1,0,1,1,2,2,0,0
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","1:0","GesuSan",0,0,0,2,-2,2,1,0,1,1
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","2:1","Marc",0,0,0,2,-2,2,2,1,1,1
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","2:2","Chris",0,0,0,2,-2,2,2,2,0,0
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","0:1","Schmonkey",2,2,0,2,-2,2,0,1,-1,1
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","1:0","Kryztianov",0,0,0,2,-2,2,1,0,1,1
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","1:1","AJ",0,0,0,2,-2,2,1,1,0,0
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","1:0","phil4delphia",0,0,0,2,-2,2,1,0,1,1
"9","4","FC Augsburg - SV Darmstadt 98","FC Augsburg","SV Darmstadt 98","0:2","2:0","BastiS.",0,0,0,2,-2,2,2,0,2,2
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","0:1","GesuSan",3,3,1,2,-1,1,0,1,-1,1
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","0:0","Chris",0,0,1,2,-1,1,0,0,0,0
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","2:1","Marc",0,0,1,2,-1,1,2,1,1,1
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","2:1","Schmonkey",0,0,1,2,-1,1,2,1,1,1
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","1:1","Kryztianov",0,0,1,2,-1,1,1,1,0,0
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","0:2","AJ",2,2,1,2,-1,1,0,2,-2,2
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","2:0","BastiS.",0,0,1,2,-1,1,2,0,2,2
"10","4","Hannover 96 - Eintracht Frankfurt","Hannover 96","Eintracht Frankfurt","1:2","1:0","phil4delphia",0,0,1,2,-1,1,1,0,1,1
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","1:0","GesuSan",0,0,0,0,0,0,1,0,1,1
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","1:1","Marc",2,2,0,0,0,0,1,1,0,0
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","0:1","Schmonkey",0,0,0,0,0,0,0,1,-1,1
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","1:2","Chris",0,0,0,0,0,0,1,2,-1,1
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","2:0","Kryztianov",0,0,0,0,0,0,2,0,2,2
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","1:0","AJ",0,0,0,0,0,0,1,0,1,1
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","0:1","phil4delphia",0,0,0,0,0,0,0,1,-1,1
"11","4","1. FC Köln - 1899 Hoffenheim","1. FC Köln","1899 Hoffenheim","0:0","1:2","BastiS.",0,0,0,0,0,0,1,2,-1,1
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","2:1","GesuSan",0,0,1,2,-1,1,2,1,1,1
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","2:0","Marc",0,0,1,2,-1,1,2,0,2,2
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","1:2","Schmonkey",4,4,1,2,-1,1,1,2,-1,1
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","1:0","Chris",0,0,1,2,-1,1,1,0,1,1
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","1:1","Kryztianov",0,0,1,2,-1,1,1,1,0,0
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","3:2","AJ",0,0,1,2,-1,1,3,2,1,1
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","2:1","phil4delphia",0,0,1,2,-1,1,2,1,1,1
"12","4","Bayer 04 Leverkusen - 1. FC Köln","Bayer 04 Leverkusen","1. FC Köln","1:2","3:2","BastiS.",0,0,1,2,-1,1,3,2,1,1
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:0","GesuSan",2,2,6,0,6,6,2,0,2,2
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","3:0","Schmonkey",2,2,6,0,6,6,3,0,3,3
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:0","Marc",2,2,6,0,6,6,2,0,2,2
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:1","Chris",2,2,6,0,6,6,2,1,1,1
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:1","Kryztianov",2,2,6,0,6,6,2,1,1,1
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:1","AJ",2,2,6,0,6,6,2,1,1,1
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:0","phil4delphia",2,2,6,0,6,6,2,0,2,2
"13","4","VfL Wolfsburg - Werder Bremen","VfL Wolfsburg","Werder Bremen","6:0","2:0","BastiS.",2,2,6,0,6,6,2,0,2,2
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:0","GesuSan",0,0,1,3,-2,2,1,0,1,1
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:0","Schmonkey",0,0,1,3,-2,2,1,0,1,1
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:1","Marc",0,0,1,3,-2,2,1,1,0,0
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:2","Chris",2,2,1,3,-2,2,1,2,-1,1
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:0","phil4delphia",0,0,1,3,-2,2,1,0,1,1
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","2:2","Kryztianov",0,0,1,3,-2,2,2,2,0,0
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:1","AJ",0,0,1,3,-2,2,1,1,0,0
"14","4","Werder Bremen - Hamburger SV","Werder Bremen","Hamburger SV","1:3","1:1","BastiS.",0,0,1,3,-2,2,1,1,0,0
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","1:3","GesuSan",0,0,3,1,2,2,1,3,-2,2
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","0:3","Schmonkey",0,0,3,1,2,2,0,3,-3,3
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","1:2","Marc",0,0,3,1,2,2,1,2,-1,1
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","1:3","Chris",0,0,3,1,2,2,1,3,-2,2
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","1:2","Kryztianov",0,0,3,1,2,2,1,2,-1,1
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","0:2","phil4delphia",0,0,3,1,2,2,0,2,-2,2
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","1:3","AJ",0,0,3,1,2,2,1,3,-2,2
"15","4","Bor. Mönchengladbach - FC Bayern München","Bor. Mönchengladbach","FC Bayern München","3:1","1:3","BastiS.",0,0,3,1,2,2,1,3,-2,2
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:0","GesuSan",0,0,0,1,-1,1,2,0,2,2
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:0","Marc",0,0,0,1,-1,1,2,0,2,2
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","1:1","AJ",0,0,0,1,-1,1,1,1,0,0
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:0","BastiS.",0,0,0,1,-1,1,2,0,2,2
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:2","Kryztianov",0,0,0,1,-1,1,2,2,0,0
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:1","phil4delphia",0,0,0,1,-1,1,2,1,1,1
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:1","Chris",0,0,0,1,-1,1,2,1,1,1
"1","5","FC Augsburg - Hertha BSC","FC Augsburg","Hertha BSC","0:1","2:0","Schmonkey",0,0,0,1,-1,1,2,0,2,2
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","1:3","Marc",2,2,1,2,-1,1,1,3,-2,2
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","1:3","GesuSan",2,2,1,2,-1,1,1,3,-2,2
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","1:3","Kryztianov",2,2,1,2,-1,1,1,3,-2,2
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","0:3","AJ",2,2,1,2,-1,1,0,3,-3,3
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","1:3","BastiS.",2,2,1,2,-1,1,1,3,-2,2
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","0:1","Chris",3,3,1,2,-1,1,0,1,-1,1
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","0:2","phil4delphia",2,2,1,2,-1,1,0,2,-2,2
"2","5","1899 Hoffenheim - FC Bayern München","1899 Hoffenheim","FC Bayern München","1:2","0:2","Schmonkey",2,2,1,2,-1,1,0,2,-2,2
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","1:1","Marc",0,0,1,4,-3,3,1,1,0,0
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","1:1","Kryztianov",0,0,1,4,-3,3,1,1,0,0
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","1:0","GesuSan",0,0,1,4,-3,3,1,0,1,1
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","3:2","AJ",0,0,1,4,-3,3,3,2,1,1
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","1:2","Chris",2,2,1,4,-3,3,1,2,-1,1
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","3:2","phil4delphia",0,0,1,4,-3,3,3,2,1,1
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","2:0","BastiS.",0,0,1,4,-3,3,2,0,2,2
"3","5","VfB Stuttgart - Eintracht Frankfurt","VfB Stuttgart","Eintracht Frankfurt","1:4","3:1","Schmonkey",0,0,1,4,-3,3,3,1,2,2
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","0:2","Marc",0,0,0,0,0,0,0,2,-2,2
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","1:2","GesuSan",0,0,0,0,0,0,1,2,-1,1
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","0:2","AJ",0,0,0,0,0,0,0,2,-2,2
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","0:2","Kryztianov",0,0,0,0,0,0,0,2,-2,2
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","1:4","Chris",0,0,0,0,0,0,1,4,-3,3
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","1:3","BastiS.",0,0,0,0,0,0,1,3,-2,2
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","1:1","phil4delphia",2,2,0,0,0,0,1,1,0,0
"4","5","FC Ingolstadt - VfL Wolfsburg","FC Ingolstadt","VfL Wolfsburg","0:0","1:2","Schmonkey",0,0,0,0,0,0,1,2,-1,1
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:2","GesuSan",0,0,0,0,0,0,1,2,-1,1
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:1","Kryztianov",2,2,0,0,0,0,1,1,0,0
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:2","Marc",0,0,0,0,0,0,1,2,-1,1
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:0","Chris",0,0,0,0,0,0,1,0,1,1
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:2","AJ",0,0,0,0,0,0,1,2,-1,1
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:1","phil4delphia",2,2,0,0,0,0,1,1,0,0
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","1:3","BastiS.",0,0,0,0,0,0,1,3,-2,2
"5","5","Hamburger SV - Eintracht Frankfurt","Hamburger SV","Eintracht Frankfurt","0:0","2:3","Schmonkey",0,0,0,0,0,0,2,3,-1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","2:1","GesuSan",2,2,2,0,2,2,2,1,1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","1:0","Chris",2,2,2,0,2,2,1,0,1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","2:1","Kryztianov",2,2,2,0,2,2,2,1,1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","1:0","Marc",2,2,2,0,2,2,1,0,1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","2:1","AJ",2,2,2,0,2,2,2,1,1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","3:0","Schmonkey",2,2,2,0,2,2,3,0,3,3
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","3:2","phil4delphia",2,2,2,0,2,2,3,2,1,1
"6","5","FC Schalke 04 - Eintracht Frankfurt","FC Schalke 04","Eintracht Frankfurt","2:0","2:2","BastiS.",0,0,2,0,2,2,2,2,0,0
"7","5","FC Augsburg - 1899 Hoffenheim","FC Augsburg","1899 Hoffenheim","1:3","1:0","GesuSan",0,0,1,3,-2,2,1,0,1,1
